date,close,high,low,open,volume,engulfing,star,signal,target_amount,target_category
1981-02-05,0.0981680154800415,0.09902531872599062,0.0981680154800415,0.0981680154800415,7929600,0,0,0,0.0,0
1981-02-06,0.09859661757946014,0.09902527473553087,0.09859661757946014,0.09859661757946014,13865600,0,0,0,0.0,0
1981-02-09,0.09345278143882751,0.09431009011613864,0.09345278143882751,0.09431009011613864,16755200,0,0,0,0.0,0
1981-02-10,0.09345278143882751,0.09388143863924236,0.09345278143882751,0.09345278143882751,18345600,0,0,0,0.0,0
1981-02-11,0.09045221656560898,0.0908808681023852,0.09045221656560898,0.0908808681023852,13843200,0,0,0,0.0,0
1981-02-12,0.08959411829710007,0.09002354242848763,0.08959411829710007,0.09002354242848763,14560000,0,0,0,0.0,0
1981-02-13,0.08745083957910538,0.08830814811753233,0.08745083957910538,0.08830814811753233,11155200,0,0,0,0.0,0
1981-02-17,0.08959411829710007,0.09002354242848763,0.08959411829710007,0.08959411829710007,12275200,0,0,0,0.0,0
1981-02-18,0.09345278143882751,0.09431009011613864,0.09345278143882751,0.09345278143882751,19241600,0,0,0,0.0,0
1981-02-19,0.08787950873374939,0.08830816595128863,0.08787950873374939,0.08830816595128863,22310400,0,0,0,0.0,0
1981-02-20,0.08316433429718018,0.08359299162097744,0.08316433429718018,0.08359299162097744,24371200,0,0,0,0.0,0
1981-02-23,0.08445027470588684,0.08487893192758005,0.08445027470588684,0.08445027470588684,14112000,0,0,0,0.0,0
1981-02-24,0.08144966512918472,0.08230697351308573,0.08144966512918472,0.08230697351308573,16979200,0,0,0,0.0,0
1981-02-25,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08659354597330093,19488000,0,0,0,0.0,0
1981-02-26,0.08787950873374939,0.08830816595128863,0.08787950873374939,0.08787950873374939,10841600,0,0,0,0.0,0
1981-02-27,0.0908808559179306,0.0917381646000625,0.0908808559179306,0.0908808559179306,14761600,0,0,0,0.0,0
1981-03-02,0.09130948781967163,0.09173813918020261,0.09130948781967163,0.09130948781967163,11760000,0,0,0,0.0,0
1981-03-03,0.09002355486154556,0.09045221210068165,0.09002355486154556,0.09045221210068165,16172800,0,0,0,0.0,0
1981-03-04,0.08916547149419785,0.0895941229729854,0.08916547149419785,0.0895941229729854,13708800,0,0,0,0.0,0
1981-03-05,0.08873681724071503,0.08916547445726596,0.08873681724071503,0.08916547445726596,5376000,0,0,0,0.0,0
1981-03-06,0.08787950873374939,0.08873681744530908,0.08787950873374939,0.08873681744530908,11603200,0,0,0,0.0,0
1981-03-09,0.0810210332274437,0.08144968466042442,0.0810210332274437,0.08144968466042442,15321600,0,0,0,0.0,0
1981-03-10,0.07716239988803864,0.07759105146060134,0.07716239988803864,0.07759105146060134,28380800,0,0,0,0.0,0
1981-03-11,0.07416179031133652,0.07501909888318305,0.07416179031133652,0.07501909888318305,29859200,0,0,0,0.0,0
1981-03-12,0.07716239988803864,0.07759105146060134,0.07716239988803864,0.07716239988803864,59248000,0,0,0,0.0,0
1981-03-13,0.0763050839304924,0.07673373546323249,0.0763050839304924,0.07673373546323249,231302400,0,0,0,0.0,0
1981-03-16,0.07930644601583481,0.08016375492926367,0.07930644601583481,0.07930644601583481,37228800,0,0,0,0.0,0
1981-03-17,0.08316433429718018,0.0840216432212545,0.08316433429718018,0.08316433429718018,43747200,0,0,0,0.0,0
1981-03-18,0.08830816298723221,0.0891654716700164,0.08830816298723221,0.08830816298723221,36937600,0,0,0,0.0,0
1981-03-19,0.08745083957910538,0.08787949098656003,0.08745083957910538,0.08787949098656003,37811200,0,0,0,0.0,0
1981-03-20,0.08830816298723221,0.0891654716700164,0.08830816298723221,0.08830816298723221,14604800,0,0,0,0.0,0
1981-03-23,0.09173816442489624,0.09259547310539117,0.09173816442489624,0.09173816442489624,22019200,0,0,0,0.0,0
1981-03-24,0.09130948781967163,0.09173813918020261,0.09130948781967163,0.09173813918020261,28156800,0,0,0,0.0,0
1981-03-25,0.08959411829710007,0.09045219960842232,0.08959411829710007,0.09045219960842232,7056000,0,0,0,0.0,0
1981-03-26,0.08787950873374939,0.08830816595128863,0.08787950873374939,0.08830816595128863,12275200,0,0,0,0.0,0
1981-03-27,0.08487893640995026,0.08530758793076125,0.08487893640995026,0.08530758793076125,12252800,0,0,0,0.0,0
1981-03-30,0.08487893640995026,0.0857362451750914,0.08487893640995026,0.08487893640995026,9900800,0,0,0,0.0,0
1981-03-31,0.08402159810066223,0.08487890656435175,0.08402159810066223,0.08487890656435175,15993600,0,0,0,0.0,0
1981-04-01,0.08316433429718018,0.08359299162097744,0.08316433429718018,0.08359299162097744,34070400,0,0,0,0.0,0
1981-04-02,0.09045221656560898,0.0908808681023852,0.09045221656560898,0.09045221656560898,31404800,0,0,0,0.0,0
1981-04-03,0.0908808559179306,0.09130951312075586,0.0908808559179306,0.0908808559179306,16486400,0,0,0,0.0,0
1981-04-06,0.08916547149419785,0.0895941229729854,0.08916547149419785,0.0895941229729854,22803200,0,0,0,0.0,0
1981-04-07,0.08830816298723221,0.088736814466865,0.08830816298723221,0.088736814466865,10684800,0,0,0,0.0,0
1981-04-08,0.09259547293186188,0.09345278161075016,0.09259547293186188,0.09259547293186188,21952000,0,0,0,0.0,0
1981-04-09,0.09431011229753494,0.09473876959876844,0.09431011229753494,0.09431011229753494,12499200,0,0,0,0.0,0
1981-04-10,0.09559601545333862,0.0960246667484517,0.09559601545333862,0.09559601545333862,33465600,0,0,0,0.0,0
1981-04-13,0.09559601545333862,0.0960246667484517,0.09559601545333862,0.09559601545333862,16060800,0,0,0,0.0,0
1981-04-14,0.09559601545333862,0.0960246667484517,0.09559601545333862,0.09559601545333862,6652800,0,0,0,0.0,0
1981-04-15,0.0908808559179306,0.09130951312075586,0.0908808559179306,0.09130951312075586,34048000,0,0,0,0.0,0
1981-04-16,0.0857362225651741,0.08616487397294334,0.0857362225651741,0.08616487397294334,23878400,0,0,0,0.0,0
1981-04-20,0.08830816298723221,0.088736814466865,0.08830816298723221,0.08830816298723221,35347200,0,0,0,0.0,0
1981-04-21,0.09431011229753494,0.09473876959876844,0.09431011229753494,0.09431011229753494,28537600,0,0,0,0.0,0
1981-04-22,0.0977393239736557,0.09816798117033511,0.0977393239736557,0.0977393239736557,18995200,0,0,0,0.0,0
1981-04-23,0.10031121224164963,0.10073986930150738,0.10031121224164963,0.10031121224164963,58016000,0,0,0,0.0,0
1981-04-24,0.09945394098758698,0.10031124393110073,0.09945394098758698,0.10031124393110073,35056000,0,0,0,0.0,0
1981-04-27,0.09859661757946014,0.09902527473553087,0.09859661757946014,0.09902527473553087,38528000,0,0,0,0.0,0
1981-04-28,0.09688202291727066,0.09731068017295988,0.09688202291727066,0.09731068017295988,32188800,0,0,0,0.0,0
1981-04-29,0.09559601545333862,0.0960246667484517,0.09559601545333862,0.0960246667484517,13641600,0,0,0,0.0,0
1981-04-30,0.09731069952249527,0.0981680142043446,0.09731069952249527,0.09731069952249527,12611200,0,0,0,0.0,0
1981-05-01,0.09731069952249527,0.0981680142043446,0.09731069952249527,0.09731069952249527,16553600,0,0,0,0.0,0
1981-05-04,0.09688202291727066,0.09731068017295988,0.09688202291727066,0.09731068017295988,14448000,0,0,0,0.0,0
1981-05-05,0.09645336866378784,0.09688201443490899,0.09645336866378784,0.09688201443490899,17539200,0,0,0,0.0,0
1981-05-06,0.09388145059347153,0.09431010212494938,0.09388145059347153,0.09431010212494938,18950400,0,0,0,0.0,0
1981-05-07,0.09516741335391998,0.09559607061991875,0.09516741335391998,0.09516741335391998,9363200,0,0,0,0.0,0
1981-05-08,0.09602471441030502,0.0964533716416982,0.09602471441030502,0.09602471441030502,7907200,0,0,0,0.0,0
1981-05-11,0.09388145059347153,0.09431010212494938,0.09388145059347153,0.09431010212494938,11939200,0,0,0,0.0,0
1981-05-12,0.09388145059347153,0.09516741091142439,0.09388145059347153,0.09388145059347153,4256000,0,0,0,0.0,0
1981-05-13,0.09345278143882751,0.09473874731655348,0.09345278143882751,0.09388143863924236,4905600,0,0,0,0.0,0
1981-05-14,0.09216678887605667,0.09302409725191285,0.09216678887605667,0.09302409725191285,4928000,0,0,0,0.0,0
1981-05-15,0.09431011229753494,0.0955960784777155,0.09431011229753494,0.09431011229753494,4905600,0,0,0,0.0,0
1981-05-18,0.09602471441030502,0.0968820174260534,0.09602471441030502,0.09602471441030502,4166400,0,0,0,0.0,0
1981-05-19,0.09431011229753494,0.09473876959876844,0.09431011229753494,0.09473876959876844,25424000,0,0,0,0.0,0
1981-05-20,0.09731069952249527,0.0981680142043446,0.09731069952249527,0.09731069952249527,13283200,0,0,0,0.0,0
1981-05-21,0.10288393497467041,0.10331259213814553,0.10288393497467041,0.10288393497467041,32211200,0,0,0,0.0,0
1981-05-22,0.10759913176298141,0.10845644610850584,0.10759913176298141,0.10759913176298141,31427200,0,0,0,0.0,0
1981-05-26,0.10717049241065979,0.10759913816187705,0.10717049241065979,0.10759913816187705,85344000,0,0,0,0.0,0
1981-05-27,0.11317164450883865,0.11360030169614953,0.11317164450883865,0.11317164450883865,149497600,0,0,0,0.0,0
1981-05-28,0.11317164450883865,0.11360030169614953,0.11317164450883865,0.11317164450883865,73987200,0,0,0,0.0,0
1981-05-29,0.11360032111406326,0.1140297453262425,0.11360032111406326,0.11360032111406326,59382400,0,0,0,0.0,0
1981-06-01,0.11360032111406326,0.1140297453262425,0.11360032111406326,0.11360032111406326,51251200,0,0,0,0.0,0
1981-06-02,0.1080278530716896,0.10845651049894497,0.1080278530716896,0.10845651049894497,40432000,0,0,0,0.0,0
1981-06-03,0.1080278530716896,0.10888515647915713,0.1080278530716896,0.1080278530716896,39446400,0,0,0,0.0,0
1981-06-04,0.11017110198736191,0.1105997478634054,0.11017110198736191,0.11017110198736191,56067200,0,0,0,0.0,0
1981-06-05,0.10845649242401123,0.10888513833278694,0.10845649242401123,0.10888513833278694,57680000,0,0,0,0.0,0
1981-06-08,0.1045985072851181,0.10502716426460243,0.1045985072851181,0.10502716426460243,93497600,0,0,0,0.0,0
1981-06-09,0.10674186050891876,0.10717051780875965,0.10674186050891876,0.10674186050891876,119593600,0,0,0,0.0,0
1981-06-10,0.1080278530716896,0.1093138139064125,0.1080278530716896,0.1080278530716896,25222400,0,0,0,0.0,0
1981-06-11,0.11274297535419464,0.11317163249600483,0.11274297535419464,0.11274297535419464,38976000,0,0,0,0.0,0
1981-06-12,0.11145702749490738,0.11188568468332696,0.11145702749490738,0.11188568468332696,25804800,0,0,0,0.0,0
1981-06-15,0.11102841049432755,0.1114570678379039,0.11102841049432755,0.1114570678379039,143763200,0,0,0,0.0,0
1981-06-16,0.10888507217168808,0.1093137292670431,0.10888507217168808,0.1093137292670431,37251200,0,0,0,0.0,0
1981-06-17,0.10717049241065979,0.10759913816187705,0.10717049241065979,0.10759913816187705,27574400,0,0,0,0.0,0
1981-06-18,0.10674186050891876,0.10759916366156072,0.10674186050891876,0.10717051780875965,23049600,0,0,0,0.0,0
1981-06-19,0.10374127328395844,0.10416991909948937,0.10374127328395844,0.10416991909948937,27507200,0,0,0,0.0,0
1981-06-22,0.09988261759281158,0.10031126342434768,0.09988261759281158,0.10031126342434768,10841600,0,0,0,0.0,0
1981-06-23,0.10159721225500107,0.10245528212244558,0.10159721225500107,0.10159721225500107,15030400,0,0,0,0.0,0
1981-06-24,0.09902529418468475,0.09988260866520782,0.09902529418468475,0.09988260866520782,23027200,0,0,0,0.0,0
1981-06-25,0.10116856545209885,0.10159722267758638,0.10116856545209885,0.10116856545209885,24259200,0,0,0,0.0,0
1981-06-26,0.09988261759281158,0.10073992070292301,0.09988261759281158,0.10073992070292301,23788800,0,0,0,0.0,0
1981-06-29,0.09645336866378784,0.09731067165306777,0.09645336866378784,0.09731067165306777,10595200,0,0,0,0.0,0
1981-06-30,0.08916547149419785,0.0895941229729854,0.08916547149419785,0.0895941229729854,35907200,0,0,0,0.0,0
1981-07-01,0.08830816298723221,0.088736814466865,0.08830816298723221,0.088736814466865,170464000,0,0,0,0.0,0
1981-07-02,0.08830816298723221,0.088736814466865,0.08830816298723221,0.08830816298723221,30284800,0,0,0,0.0,0
1981-07-06,0.08530757576227188,0.08616488440512435,0.08530757576227188,0.08616488440512435,16531200,0,0,0,0.0,0
1981-07-07,0.0861649140715599,0.0870222230095824,0.0861649140715599,0.0861649140715599,15836800,0,0,0,0.0,0
1981-07-08,0.08959411829710007,0.09002354242848763,0.08959411829710007,0.08959411829710007,16620800,0,0,0,0.0,0
1981-07-09,0.08273564279079437,0.08316429418431882,0.08273564279079437,0.08316429418431882,32883200,0,0,0,0.0,0
1981-07-10,0.0763050839304924,0.07673373546323249,0.0763050839304924,0.07673373546323249,55171200,0,0,0,0.0,0
1981-07-13,0.07802045345306396,0.07844911062687236,0.07802045345306396,0.07802045345306396,45740800,0,0,0,0.0,0
1981-07-14,0.08144966512918472,0.08230697351308573,0.08144966512918472,0.08144966512918472,19779200,0,0,0,0.0,0
1981-07-15,0.0835929661989212,0.08402161766883796,0.0835929661989212,0.0835929661989212,10953600,0,0,0,0.0,0
1981-07-16,0.0857362225651741,0.08659353110423024,0.0857362225651741,0.0857362225651741,15232000,0,0,0,0.0,0
1981-07-17,0.08873681724071503,0.08916547445726596,0.08873681724071503,0.08873681724071503,19824000,0,0,0,0.0,0
1981-07-20,0.08273564279079437,0.08316429418431882,0.08273564279079437,0.08316429418431882,23654400,0,0,0,0.0,0
1981-07-21,0.08230701833963394,0.08273567562680069,0.08230701833963394,0.08273567562680069,31942400,0,0,0,0.0,0
1981-07-22,0.07759104669094086,0.07844912818201887,0.07759104669094086,0.07844912818201887,22668800,0,0,0,0.0,0
1981-07-23,0.07973507791757584,0.08016373513017927,0.07973507791757584,0.07973507791757584,34451200,0,0,0,0.0,0
1981-07-24,0.08230701833963394,0.08273567562680069,0.08230701833963394,0.08230701833963394,28851200,0,0,0,0.0,0
1981-07-27,0.0857362225651741,0.08616487397294334,0.0857362225651741,0.0857362225651741,17337600,0,0,0,0.0,0
1981-07-28,0.08273564279079437,0.08316429418431882,0.08273564279079437,0.08316429418431882,22848000,0,0,0,0.0,0
1981-07-29,0.08144966512918472,0.08187832218289354,0.08144966512918472,0.08187832218289354,15500800,0,0,0,0.0,0
1981-07-30,0.08445027470588684,0.0853075834257544,0.08445027470588684,0.08445027470588684,9900800,0,0,0,0.0,0
1981-07-31,0.0857362225651741,0.08616487397294334,0.0857362225651741,0.0857362225651741,10953600,0,0,0,0.0,0
1981-08-03,0.08487893640995026,0.0857362451750914,0.08487893640995026,0.0857362451750914,12432000,0,0,0,0.0,0
1981-08-04,0.0861649140715599,0.08659357140233132,0.0861649140715599,0.0861649140715599,31673600,0,0,0,0.0,0
1981-08-05,0.08873681724071503,0.08916547445726596,0.08873681724071503,0.08873681724071503,17494400,0,0,0,0.0,0
1981-08-06,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08702219745467438,10528000,0,0,0,0.0,0
1981-08-07,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08659354597330093,9206400,0,0,0,0.0,0
1981-08-10,0.08659354597330093,0.08659354597330093,0.08659354597330093,0.08659354597330093,0,0,0,0,0.0,0
1981-08-11,0.08402159810066223,0.08487890656435175,0.08402159810066223,0.08487890656435175,71456000,0,0,0,0.0,0
1981-08-12,0.08230701833963394,0.08273567562680069,0.08230701833963394,0.08273567562680069,26275200,0,0,0,0.0,0
1981-08-13,0.07973507791757584,0.08016373513017927,0.07973507791757584,0.08016373513017927,27484800,0,0,0,0.0,0
1981-08-14,0.07844912260770798,0.07930643136273569,0.07844912260770798,0.07930643136273569,24192000,0,0,0,0.0,0
1981-08-17,0.07587642222642899,0.07673373096517387,0.07587642222642899,0.07673373096517387,18905600,0,0,0,0.0,0
1981-08-18,0.07416179031133652,0.07501909888318305,0.07416179031133652,0.07501909888318305,17001600,0,0,0,0.0,0
1981-08-19,0.07330445945262909,0.07416176776382694,0.07330445945262909,0.07416176776382694,20675200,0,0,0,0.0,0
1981-08-20,0.07416179031133652,0.07459044745901872,0.07416179031133652,0.07416179031133652,17113600,0,0,0,0.0,0
1981-08-21,0.06901796907186508,0.06987527794764276,0.06901796907186508,0.06987527794764276,41910400,0,0,0,0.0,0
1981-08-24,0.06473065167665482,0.06515930897404455,0.06473065167665482,0.06515930897404455,23072000,0,0,0,0.0,0
1981-08-25,0.06644601374864578,0.06687466513965398,0.06644601374864578,0.06644601374864578,40700800,0,0,0,0.0,0
1981-08-26,0.06515929102897644,0.06558794248479438,0.06515929102897644,0.06558794248479438,33600000,0,0,0,0.0,0
1981-08-27,0.06558793783187866,0.06601736193220265,0.06558793783187866,0.06558793783187866,25916800,0,0,0,0.0,0
1981-08-28,0.06901796907186508,0.06944662064799396,0.06901796907186508,0.06901796907186508,38035200,0,0,0,0.0,0
1981-08-31,0.06901796907186508,0.06944662064799396,0.06901796907186508,0.06901796907186508,40947200,0,0,0,0.0,0
1981-09-01,0.07330445945262909,0.07373311646998608,0.07330445945262909,0.07330445945262909,37027200,0,0,0,0.0,0
1981-09-02,0.07459044456481934,0.07501909597235147,0.07459044456481934,0.07459044456481934,19376000,0,0,0,0.0,0
1981-09-03,0.07073261588811874,0.07158992511617286,0.07073261588811874,0.07158992511617286,37475200,0,0,0,0.0,0
1981-09-04,0.06987526267766953,0.0703039141601244,0.06987526267766953,0.0703039141601244,15254400,0,0,0,0.0,0
1981-09-08,0.06773198395967484,0.06816064113947803,0.06773198395967484,0.06816064113947803,25446400,0,0,0,0.0,0
1981-09-09,0.06773198395967484,0.06816064113947803,0.06773198395967484,0.06773198395967484,30531200,0,0,0,0.0,0
1981-09-10,0.06816063821315765,0.06858928965103937,0.06816063821315765,0.06816063821315765,34809600,0,0,0,0.0,0
1981-09-11,0.06730332225561142,0.06773197364662874,0.06730332225561142,0.06773197364662874,17539200,0,0,0,0.0,0
1981-09-14,0.06515929102897644,0.06558794248479438,0.06515929102897644,0.06558794248479438,27686400,0,0,0,0.0,0
1981-09-15,0.06344466656446457,0.06387331797167628,0.06344466656446457,0.06387331797167628,19510400,0,0,0,0.0,0
1981-09-16,0.06215871870517731,0.06258737595872325,0.06215871870517731,0.06258737595872325,19353600,0,0,0,0.0,0
1981-09-17,0.06044410541653633,0.060872762700424556,0.06044410541653633,0.060872762700424556,19376000,0,0,0,0.0,0
1981-09-18,0.060872748494148254,0.06130139995447956,0.060872748494148254,0.060872748494148254,26320000,0,0,0,0.0,0
1981-09-21,0.061301399022340775,0.06173005619967235,0.061301399022340775,0.061301399022340775,49033600,0,0,0,0.0,0
1981-09-22,0.05787215009331703,0.0583008013980452,0.05787215009331703,0.0583008013980452,47420800,0,0,0,0.0,0
1981-09-23,0.05658619850873947,0.057443507050434904,0.05658619850873947,0.057443507050434904,28201600,0,0,0,0.0,0
1981-09-24,0.05615757405757904,0.05658622567243819,0.05615757405757904,0.05658622567243819,18300800,0,0,0,0.0,0
1981-09-25,0.04886966198682785,0.04972697065666814,0.04886966198682785,0.04972697065666814,34608000,0,0,0,0.0,0
1981-09-28,0.04929830878973007,0.04972696594580079,0.04929830878973007,0.04929830878973007,91728000,0,0,0,0.0,0
1981-09-29,0.05187022686004639,0.05229888395252082,0.05187022686004639,0.05187022686004639,94684800,0,0,0,0.0,0
1981-09-30,0.0522988997399807,0.052727551238334947,0.0522988997399807,0.0522988997399807,49996800,0,0,0,0.0,0
1981-10-01,0.0522988997399807,0.052727551238334947,0.0522988997399807,0.0522988997399807,61129600,0,0,0,0.0,0
1981-10-02,0.05658619850873947,0.05701485564134602,0.05658619850873947,0.05658619850873947,45046400,0,0,0,0.0,0
1981-10-05,0.058300845324993134,0.059158154303907785,0.058300845324993134,0.058300845324993134,43097600,0,0,0,0.0,0
1981-10-06,0.05787215009331703,0.0583008013980452,0.05787215009331703,0.0583008013980452,28358400,0,0,0,0.0,0
1981-10-07,0.061301399022340775,0.062158707653485655,0.061301399022340775,0.061301399022340775,38841600,0,0,0,0.0,0
1981-10-08,0.06344466656446457,0.06387331797167628,0.06344466656446457,0.06344466656446457,31091200,0,0,0,0.0,0
1981-10-09,0.06387337297201157,0.0647306822481679,0.06387337297201157,0.06387337297201157,54521600,0,0,0,0.0,0
1981-10-12,0.06601740419864655,0.06644606162201327,0.06601740419864655,0.06601740419864655,27350400,0,0,0,0.0,0
1981-10-13,0.06601740419864655,0.06687471332185844,0.06601740419864655,0.06601740419864655,44195200,0,0,0,0.0,0
1981-10-14,0.06215871870517731,0.06258737595872325,0.06215871870517731,0.06258737595872325,30979200,0,0,0,0.0,0
1981-10-15,0.06344466656446457,0.06387331797167628,0.06344466656446457,0.06344466656446457,29433600,0,0,0,0.0,0
1981-10-16,0.06258740276098251,0.06301605447457381,0.06258740276098251,0.06301605447457381,36467200,0,0,0,0.0,0
1981-10-19,0.06387337297201157,0.06430203047185101,0.06387337297201157,0.06387337297201157,20585600,0,0,0,0.0,0
1981-10-20,0.06730332225561142,0.06773197364662874,0.06730332225561142,0.06730332225561142,35728000,0,0,0,0.0,0
1981-10-21,0.06730332225561142,0.06773197364662874,0.06730332225561142,0.06730332225561142,76899200,0,0,0,0.0,0
1981-10-22,0.06687469780445099,0.06730335512835334,0.06687469780445099,0.06730335512835334,32278400,0,0,0,0.0,0
1981-10-23,0.06515929102897644,0.06558794248479438,0.06515929102897644,0.06558794248479438,27910400,0,0,0,0.0,0
1981-10-26,0.06515929102897644,0.06558794248479438,0.06515929102897644,0.06515929102897644,27283200,0,0,0,0.0,0
1981-10-27,0.06644601374864578,0.0673033222541796,0.06644601374864578,0.06644601374864578,85590400,0,0,0,0.0,0
1981-10-28,0.06858931481838226,0.06901797213706844,0.06858931481838226,0.06858931481838226,44172800,0,0,0,0.0,0
1981-10-29,0.06773198395967484,0.06816064113947803,0.06773198395967484,0.06816064113947803,30486400,0,0,0,0.0,0
1981-10-30,0.06858931481838226,0.06901797213706844,0.06858931481838226,0.06858931481838226,52729600,0,0,0,0.0,0
1981-11-02,0.06858931481838226,0.06901797213706844,0.06858931481838226,0.06858931481838226,36915200,0,0,0,0.0,0
1981-11-03,0.06773198395967484,0.06816064113947803,0.06773198395967484,0.06816064113947803,28380800,0,0,0,0.0,0
1981-11-04,0.06601740419864655,0.06644606162201327,0.06601740419864655,0.06644606162201327,23811200,0,0,0,0.0,0
1981-11-05,0.061301399022340775,0.06173005619967235,0.061301399022340775,0.06173005619967235,23363200,0,0,0,0.0,0
1981-11-06,0.06173005700111389,0.06215870846049238,0.0617300570011139,0.0617300570011139,24595200,0,0,0,0.0,0
1981-11-09,0.06258740276098251,0.06301605447457381,0.06258740276098251,0.06258740276098251,20384000,0,0,0,0.0,0
1981-11-10,0.06301604956388474,0.06344470696759354,0.06301604956388474,0.06301604956388474,16755200,0,0,0,0.0,0
1981-11-11,0.06473065167665482,0.06515930897404455,0.06473065167665482,0.06473065167665482,27440000,0,0,0,0.0,0
1981-11-12,0.06687469780445099,0.06730335512835334,0.06687469780445099,0.06687469780445099,39916800,0,0,0,0.0,0
1981-11-13,0.06215871870517731,0.06258737595872325,0.06215871870517731,0.06258737595872325,21011200,0,0,0,0.0,0
1981-11-16,0.061301399022340775,0.06173005619967235,0.061301399022340775,0.06173005619967235,22556800,0,0,0,0.0,0
1981-11-17,0.06258740276098251,0.06301605447457381,0.06258740276098251,0.06258740276098251,35414400,0,0,0,0.0,0
1981-11-18,0.06473065167665482,0.06515930897404455,0.06473065167665482,0.06473065167665482,29142400,0,0,0,0.0,0
1981-11-19,0.06473065167665482,0.06515930897404455,0.06473065167665482,0.06473065167665482,40006400,0,0,0,0.0,0
